NCM;EX;DESCRICAO;ALIQUOTA
03039920;;Cabeças de Merluza antártica (Dissostichus mawsoni) ;0
03039990;;Outros ;0
0304;;Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados.;
03043;;- Filés (filetes) de tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.), frescos ou refrigerados:;
03043100;;-- Tilápias (Oreochromis spp.) ;0
30432;;-- Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);
03043210;;Bagre americano (Ictalurus punctatus) ;0
03043290;;Outros ;0
03043300;;-- Perca-do-nilo (Lates niloticus) ;0
03043900;;-- Outros ;0
03044;;- Filés (filetes) de outros peixes, frescos ou refrigerados:;
03044100;;-- Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho) ;0
03044200;;"-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita,
Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster) ";0
03044300;;-- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae) ;0
03044400;;"-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae,
Merlucciidae, Moridae e Muraenolepididae ";0
03044500;;-- Espadarte (Xiphias gladius) ;0
03044600;;-- Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.) ;0
03044700;;-- Cação e outros tubarões ;0
03044800;;-- Raias (Rajidae) ;0
30449;;-- Outros;
03044910;;Cherne-poveiro (Polyprion americanus) ;0
03044920;;Garoupas (Acanthistius spp.) ;0
03044990;;Outros ;0
3045;;- Outros, frescos ou refrigerados:;
03045100;;-- Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.) ;0
03045200;;-- Salmonídeos ;0
03045300;;-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae ;0
03045400;;-- Espadarte (Xiphias gladius) ;0
03045500;;-- Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.) ;0
03045600;;-- Cação e outros tubarões ;0
03045700;;-- Raias (Rajidae) ;0
03045900;;-- Outros ;0
03046;;- Filés (filetes) de tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.), congelados:;
03046100;;-- Tilápias (Oreochromis spp.) ;0
30462;;-- Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);
03046210;;Bagre americano (Ictalurus punctatus) ;0
03046290;;Outros ;0
03046300;;-- Perca-do-nilo (Lates niloticus) ;0
03046900;;-- Outros ;0
03047;;- Filés (filetes) de peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, congelados:;
03047100;;-- Bacalhau-do-atlântico (Gadus morhua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus) ;0
03047200;;-- Hadoque (Arinca*) (Melanogrammus aeglefinus) ;0
03047300;;-- Saithe (Escamudo*) (Pollachius virens) ;0
03047400;;-- Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.) ;0
03047500;;-- Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma) ;0
03047900;;-- Outros ;0
03048;;- Filés (filetes) de outros peixes, congelados:;
03048100;;-- Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho) ;0
03048200;;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster) ;0
03048300;;-- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae) ;0
03048400;;-- Espadarte (Xiphias gladius) ;0
030485;;-- Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);
03048510;;Merluza negra (Dissostichus eleginoides) ;0
03048520;;Merluza antártica (Dissostichus mawsoni) ;0
03048600;;-- Arenques (Clupea harengus, Clupea pallasii) ;0
03048700;;-- Atuns (do gênero Thunnus), bonito-listrado (gaiado*) (Katsuwonus pelamis) ;0
030488;;-- Cação e outros tubarões, raias (Rajidae);
03048810;;Tubarão-azul (Prionace glauca) ;0
03048890;;Outros ;0
030489;;-- Outros;
03048910;;Pargo (Lutjanus purpureus) ;0
03048920;;Cherne-poveiro (Polyprion americanus) ;0
03048930;;Garoupas (Acanthistius spp.) ;0
03048990;;Outros ;0
03049;;- Outros, congelados:;
03049100;;-- Espadarte (Xiphias gladius) ;0
030492;;-- Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);
0304921;;Merluza negra (Dissostichus eleginoides);
03049211;;Bochechas (cheeks) ;0
03049212;;Colares (collars) ;0
03049219;;Outros ;0
0304922;;Merluza antártica (Dissostichus mawsoni);
03049221;;Bochechas (cheeks) ;0
03049222;;Colares (collars) ;0
03049229;;Outros ;0
03049300;;-- Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.) ;0
03049400;;-- Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma) ;0
03049500;;-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto a polaca-do-alasca (escamudo-do-alasca*) (Theragra chalcogramma) ;0
03049600;;-- Cação e outros tubarões ;0
03049700;;-- Raias (Rajidae) ;0
03049900;;-- Outros ;0
0305;;Peixes secos, salgados ou em salmoura, peixes defumados (fumados), mesmo cozidos antes ou durante a defumação.;
030520;;- Fígados, ovas e gônadas masculinas, de peixes, secos, defumados (fumados), salgados ou em salmoura ;
03052010;;    Ovas de tainhas (Mugil spp.);0
03052090;;    Outros;0
03053;;- Filés (filetes) de peixes, secos, salgados ou em salmoura, mas não defumados (fumados):;
03053100;;-- Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.) ;0
030532;;-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae;
03053210;;Bacalhau-do-atlântico (Gadus morhua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus) ;0
03053220;;Saithe (Pollachius virens) ;0
03053230;;Ling (Molva molva) e zarbo (Brosme brosme) ;0
03053290;;Outros ;0
03053900;;-- Outros ;0
03054;;- Peixes defumados (fumados), mesmo em filés (filetes), exceto subprodutos comestíveis de peixes:;
03054100;;-- Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho) ;3,25
03054200;;-- Arenques (Clupea harengus, Clupea pallasii) ;3,25
03054300;;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster) ;0
03054400;;-- Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.) ;0
030549;;-- Outros;
03054910;;Bacalhau-do-atlântico (Gadus morhua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus) ;3,25
03054920;;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme) ;0
03054990;;Outros ;0
03055;;- Peixes secos, exceto subprodutos comestíveis de peixes, mesmo salgados, mas não defumados (fumados):;
03055100;;-- Bacalhau-do-atlântico (Gadus morhua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus) ;3,25
03055200;;-- Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.) ;3,25
030553;;-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto bacalhau (Gadus morhua, Gadus ogac, Gadus macrocephalus);
03055310;;Bacalhau polar (Boreogadus saida), saithe (Pollachius virens), ling (Molva molva), ling azul (Molva dypterygia), zarbo (Brosme brosme), abrotea-do-alto (Urophycis blennoides) e hadoque (Melanogrammus aeglefinus) ;3,25
03055390;;Outros ;3,25
03055400;;-- Arenques (Clupea harengus, Clupea pallasii), anchovas (biqueirões*) (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus), cavalinhas (sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus), cavalas-do-índico (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus spp.), xaréus (Caranx spp.), bijupirá (cobia*) (Rachycentron canadum), pampos-prateado (Pampus spp.), agulhão-do-japão (Cololabis saira), charros (Decapterus spp.), capelim (Mallotus villosus), espadarte (Xiphias gladius), merma-oriental (Euthynnus affinis), bonitos (Sarda spp.), espadins, marlins, veleiros (Istiophoridae)   ;3,25
03055900;;-- Outros ;3,25
03056;;- Peixes salgados, não secos nem defumados (fumados) e peixes em salmoura, exceto subprodutos comestíveis de peixes:;
03056100;;-- Arenques (Clupea harengus, Clupea pallasii) ;3,25
03056200;;-- Bacalhau-do-atlântico (Gadus morhua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus) ;3,25
03056300;;-- Anchovas (Biqueirões*) (Engraulis spp.) ;0
03056400;;-- Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.) ;0
30569;;-- Outros;
03056910;;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme) ;0
03056990;;Outros ;0
03057;;- Barbatanas, cabeças, caudas, bexigas-natatórias e outros subprodutos comestíveis de peixes:;
03057100;;-- Barbatanas de tubarão ;0
03057100;01;De tubarão seco, mesmo salgado mas não defumado;3,25
03057200;;-- Cabeças, caudas e bexigas-natatórias, de peixes ;3,25
03057200;01;De peixes defumados, mesmo em filés, exceto dos códigos 0305.41.00, 0305.42.00 e 0305.49.10;0
03057200;02;"De peixes salgados, não secos nem defumados e peixes em salmoura, exceto dos códigos
0305.61.00 e 0305.62.00";0
03057900;;-- Outros ;3,25
03057900;01;De peixes defumados, mesmo em filés, exceto dos códigos 0305.41.00, 0305.42.00 e 0305.49.10;0
03057900;02;"De peixes salgados, não secos nem defumados e peixes em salmoura, exceto dos códigos
0305.61.00 e 0305.62.00";0
0306;;Crustáceos, mesmo com casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura, crustáceos, mesmo com casca, defumados (fumados), mesmo cozidos antes ou durante a defumação, crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura.;
03061;;- Congelados:;
030611;;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);
03061110;;Inteiras ;0
03061190;;Outras ;0
03061200;;-- Lavagantes (Homarus spp.) ;0
03061400;;-- Caranguejos ;0
03061500;;-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus) ;0
030616;;-- Camarões de água fria (Pandalus spp., Crangon crangon);
03061610;;Inteiros ;0
03061690;;Outros ;0
030617;;-- Outros camarões;
03061710;;Inteiros ;0
03061790;;Outros ;0
30619;;-- Outros;
03061910;;Krill (Euphausia superba) ;0
03061990;;Outros ;0
03063;;- Vivos, frescos ou refrigerados:;
03063100;;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) ;0
03063200;;-- Lavagantes (Homarus spp.) ;0
03063300;;-- Caranguejos ;0
03063400;;-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus) ;0
03063500;;-- Camarões de água fria (Pandalus spp., Crangon crangon) ;0
03063600;;-- Outros camarões ;0
030639;;-- Outros;
03063910;;Lagosta de água doce (Cherax quadricarinatus) ;0
03063990;;Outros ;0
03069;;- Outros:;
03069100;;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) ;0
03069200;;-- Lavagantes (Homarus spp.) ;0
03069300;;-- Caranguejos ;0
03069400;;-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus) ;0
03069500;;-- Camarões ;0
030699;;-- Outros;
03069910;;Lagosta de água doce (Cherax quadricarinatus) ;0
03069990;;Outros ;0
0307;;Moluscos, mesmo com concha, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura, moluscos, mesmo com concha, defumados (fumados), mesmo cozidos antes ou durante a defumação.;
03071;;- Ostras:;
03071100;;-- Vivas, frescas ou refrigeradas ;0
03071200;;-- Congeladas ;0
03071900;;-- Outras ;0
03072;;- Vieiras e outros moluscos da família Pectinidae:;
03072100;;-- Vivos, frescos ou refrigerados ;0
03072200;;-- Congelados ;0
03072900;;-- Outros ;0
3073;;- Mexilhões (Mytilus spp., Perna spp.):;
03073100;;-- Vivos, frescos ou refrigerados ;0
03073200;;-- Congelados ;0
03073900;;-- Outros ;0
3074;;- Sépias (Chocos*) (Chocos e chopos*), lulas (potas e lulas*):;
03074200;;-- Vivas, frescas ou refrigeradas ;0
30743;;-- Congeladas;
03074310;;Lulas ;0
03074320;;Sépias ;0
03074900;;-- Outras ;0
3075;;- Polvos (Octopus spp.):;
03075100;;-- Vivos, frescos ou refrigerados ;0
03075200;;-- Congelados ;0
03075900;;-- Outros ;0
03076000;;- Caracóis, exceto os do mar ;0
03077;;"- Amêijoas, berbigões e arcas (famílias Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae,
Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae e Veneridae):";
03077100;;-- Vivos, frescos ou refrigerados ;0
03077200;;-- Congelados ;0
03077900;;-- Outros ;0
03078;;- Abalones (Orelhas-do-mar*) (Haliotis spp.) e estrombos (Strombus spp.):;
03078100;;-- Abalones (Orelhas-do-mar*) (Haliotis spp.) vivos, frescos ou refrigerados ;0
03078200;;-- Estrombos (Strombus spp.) vivos, frescos ou refrigerados ;0
03078300;;-- Abalones (Orelhas-do-mar*) (Haliotis spp.) congelados ;0
03078400;;-- Estrombos (Strombus spp.) congelados ;0
03078700;;-- Outros abalones (orelhas-do-mar*) (Haliotis spp.) ;0
03078800;;-- Outros estrombos (Strombus spp.) ;0
03079;;- Outros:;
03079100;;-- Vivos, frescos ou refrigerados ;0
03079200;;-- Congelados ;0
03079900;;-- Outros ;0
0308;;Invertebrados aquáticos, exceto crustáceos e moluscos, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura, invertebrados aquáticos, exceto crustáceos e moluscos, defumados (fumados), mesmo cozidos antes ou durante a defumação.;
3081;;- Pepinos-do-mar (Stichopus japonicus, Holothuroidea):;
03081100;;-- Vivos, frescos ou refrigerados ;0
03081200;;-- Congelados ;0
03081900;;-- Outros ;0
3082;;- Ouriços-do-mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus):;
03082100;;-- Vivos, frescos ou refrigerados ;0
03082200;;-- Congelados ;0
03082900;;-- Outros ;0
03083000;;- Medusas (águas-vivas) (Rhopilema spp.) ;0
03089000;;- Outros ;0
0309;;Farinhas, pós e pellets, de peixe, crustáceos, moluscos e de outros invertebrados aquáticos, próprios para alimentação humana.;
03091000;;- De peixe ;0
03099000;;- Outros ;0
0401;;Leite e creme de leite (nata), não concentrados nem adicionados de açúcar ou de outros edulcorantes.;
04011;;- Com um teor, em peso, de matérias gordas, não superior a 1 %;
04011010;;Leite UHT (Ultra High Temperature) ;NT
04011090;;Outros ;NT
04012;;- Com um teor, em peso, de matérias gordas, superior a 1 %, mas não superior a 6 %;
04012010;;Leite UHT (Ultra High Temperature) ;NT
04012090;;Outros ;NT
04014;;- Com um teor, em peso, de matérias gordas, superior a 6 %, mas não superior a 10 %;
04014010;;Leite ;NT
0401402;;Creme de leite (nata);
04014021;;UHT (Ultra High Temperature) ;NT
04014021;01;Acondicionado em recipiente metálico hermeticamente fechado;0
04014029;;Outros ;NT
04014029;01;Acondicionados em recipientes metálicos hermeticamente fechados;0
04015;;- Com um teor, em peso, de matérias gordas, superior a 10 %;
04015010;;Leite ;NT
0401502;;Creme de leite (nata);
04015021;;UHT (Ultra High Temperature) ;NT
04015021;01;Acondicionado em recipiente metálico hermeticamente fechado;0
04015029;;Outros ;NT
04015029;01;Acondicionados em recipientes metálicos hermeticamente fechados;0
0402;;Leite e creme de leite (nata), concentrados ou adicionados de açúcar ou de outros edulcorantes.;
